Struthio camelus
Zosterops japonicus
Zosterops meyeni
Zosterops salvadorii
Zosterops conspicillatus
Zosterops hypolais
Zosterops semperi
Zosterops atricapillus
Zosterops everetti
Zosterops nigrorum
Zosterops montanus
Zosterops natalis
Zosterops flavus
Zosterops chloris
Zosterops citrinellus
Zosterops grayi
Zosterops uropygialis
Zosterops consobrinorum
Zosterops anomalus
Zosterops wallacei
Zosterops atrifrons
Zosterops atriceps
Zosterops minor
Zosterops meeki
Zosterops hypoxanthus
Zosterops mysorensis
Zosterops fuscicapillus
Zosterops buruensis
Zosterops kuehni
Zosterops novaeguineae
Zosterops luteus
Zosterops griseotinctus
Zosterops rennellianus
Zosterops vellalavella
Zosterops splendidus
Zosterops luteirostris
Zosterops kulambangrae
Zosterops murphyi
Zosterops metcalfii
Zosterops rendovae
Zosterops stresemanni
Zosterops sanctaecrucis
Zosterops lateralis
Zosterops tephropleurus
Zosterops strenuus
Zosterops tenuirostris
Zosterops albogularis
Zosterops inornatus
Zosterops explorator
Zosterops flavifrons
Zosterops xanthochrous
Zosterops minutus
Zosterops samoensis
Zosterops finschii
Zosterops cinereus
Zosterops oleagineus
Rukia longirostra
Rukia ruki
Cleptornis marchei
Tephrozosterops stalkeri
Madanga ruficollis
Lophozosterops javanicus
Lophozosterops squamiceps
Lophozosterops goodfellowi
Lophozosterops superciliaris
Lophozosterops pinaiae
Lophozosterops dohertyi
Oculocincta squamifrons
Heleia crassirostris
Heleia muelleri
Chlorocharis emiliae
Woodfordia superciliosa
Woodfordia lacertosa
Megazosterops palauensis
Hypocryptadius cinnamomeus
Tesia castaneocoronata
Tesia olivea
Tesia cyaniventer
Tesia superciliaris
Tesia everetti
Urosphena subulata
Urosphena whiteheadi
Urosphena squameiceps
Cettia pallidipes
Cettia canturians
Cettia diphone
Cettia seebohmi
Cettia annae
Cettia parens
Cettia ruficapilla
Cettia fortipes
Cettia vulcania
Cettia carolinae
Cettia major
Cettia flavolivacea
Cettia acanthizoides
Cettia brunnifrons
Cettia cetti
Bradypterus baboecala
Bradypterus grandis
Bradypterus carpalis
Bradypterus graueri
Bradypterus alfredi
Bradypterus sylvaticus
Bradypterus lopezi
Bradypterus mariae
Bradypterus barratti
Bradypterus cinnamomeus
Bradypterus victorini
Bradypterus thoracicus
Bradypterus major
Bradypterus tacsanowskius
Bradypterus luteoventris
Bradypterus seebohmi
Bradypterus palliseri
Bradypterus caudatus
Bradypterus accentor
Bradypterus castaneus
Dromaeocercus brunneus
Bathmocercus cerviniventris
Bathmocercus rufus
Scepomycter winifredae
Nesillas aldabrana
Nesillas longicaudata
Nesillas typica
Nesillas brevicaudata
Nesillas mariae
Thamnornis chloropetoides
Melocichla mentalis
Achaetops pycnopygius
Sphenoeacus afer
Locustella lanceolata
Locustella naevia
Locustella certhiola
Locustella ochotensis
Locustella pleskei
Locustella fluviatilis
Locustella luscinioides
Locustella fasciolata
Acrocephalus melanopogon
Acrocephalus paludicola
Acrocephalus schoenobaenus
Acrocephalus sorghophilus
Acrocephalus bistrigiceps
Acrocephalus agricola
Acrocephalus concinens
Acrocephalus scirpaceus
Acrocephalus baeticatus
Acrocephalus dumetorum
Acrocephalus palustris
Acrocephalus arundinaceus
Acrocephalus stentoreus
Acrocephalus griseldis
Acrocephalus australis
Acrocephalus luscinia
Acrocephalus syrinx
Acrocephalus rehsei
Acrocephalus familiaris
Acrocephalus aequinoctialis
Acrocephalus caffer
Acrocephalus mendanae
Acrocephalus atyphus
Acrocephalus kerearako
Acrocephalus rimatarae
Acrocephalus vaughani
Acrocephalus taiti
Acrocephalus rufescens
Acrocephalus brevipennis
Acrocephalus gracilirostris
Acrocephalus newtoni
Acrocephalus aedon
Bebrornis rodericanus
Bebrornis sechellensis
Hippolais caligata
Hippolais rama
Hippolais pallida
Hippolais languida
Hippolais olivetorum
Hippolais polyglotta
Hippolais icterina
Chloropeta natalensis
Chloropeta similis
Chloropeta gracilirostris
Stenostira scita
Phyllolais pulchella
Orthotomus metopias
Orthotomus moreaui
Orthotomus cuculatus
Orthotomus heterolaemus
Orthotomus sutorius
Orthotomus atrogularis
Orthotomus castaneiceps
Orthotomus frontalis
Orthotomus derbianus
Orthotomus sericeus
Orthotomus ruficeps
Orthotomus sepium
Orthotomus samarensis
Orthotomus nigriceps
Orthotomus cinereiceps
Poliolais lopezi
Graueria vittata
Eremomela icteropygialis
Eremomela salvadorii
Eremomela flavicrissalis
Eremomela pusilla
Eremomela canescens
Eremomela scotops
Eremomela gregalis
Eremomela badiceps
Eremomela turneri
Eremomela atricollis
Eremomela usticollis
Randia pseudozosterops
Newtonia amphichroa
Newtonia brunneicauda
Newtonia archboldi
Newtonia fanovanae
Sylvietta virens
Sylvietta denti
Sylvietta chapini
Sylvietta leucophrys
Sylvietta brachyura
Sylvietta philippae
Sylvietta ruficapilla
Sylvietta whytii
Sylvietta isabellina
Sylvietta rufescens
Hemitesia neumanni
Macrosphenus kempi
Macrosphenus flavicans
Macrosphenus concolor
Macrosphenus pulitzeri
Macrosphenus kretschmeri
Amaurocichla bocagii
Hylia prasina
Leptopoecile sophiae
Leptopoecile elegans
Phylloscopus laetus
Phylloscopus laurae
Phylloscopus ruficapillus
Phylloscopus herberti
Phylloscopus budongoensis
Phylloscopus umbrovirens
Phylloscopus trochilus
Phylloscopus collybita
Phylloscopus lorenzii
Phylloscopus neglectus
Phylloscopus bonelli
Phylloscopus sibilatrix
Phylloscopus fuscatus
Phylloscopus fuligiventer
Phylloscopus affinis
Phylloscopus subaffinis
Phylloscopus griseolus
Phylloscopus armandii
Phylloscopus schwarzi
Phylloscopus pulcher
Phylloscopus maculipennis
Phylloscopus proregulus
Phylloscopus chloronotus
Phylloscopus subviridis
Phylloscopus inornatus
Phylloscopus borealis
Phylloscopus trochiloides
Phylloscopus tenellipes
Phylloscopus borealoides
Phylloscopus magnirostris
Phylloscopus tytleri
Phylloscopus occipitalis
Phylloscopus coronatus
Phylloscopus ijimae
Phylloscopus reguloides
Phylloscopus davisoni
Phylloscopus cantator
Phylloscopus ricketti
Phylloscopus olivaceus
Phylloscopus cebuensis
Phylloscopus trivirgatus
Phylloscopus sarasinorum
Phylloscopus presbytes
Phylloscopus poliocephala
Phylloscopus makirensis
Phylloscopus amoenus
Seicercus burkii
Seicercus xanthoschistos
Seicercus affinis
Seicercus poliogenys
Seicercus castaniceps
Seicercus montis
Seicercus grammiceps
Tickellia hodgsoni
Abroscopus albogularis
Abroscopus schisticeps
Abroscopus superciliaris
Hyliota flavigaster
Hyliota australis
Hyliota violacea
Amphilais seebohmi
Megalurus pryeri
Megalurus timoriensis
Megalurus palustris
Megalurus albolimbatus
Megalurus gramineus
Megalurus punctatus
Megalurus rufescens
Cincloramphus cruralis
Cincloramphus mathewsi
Eremiornis carteri
Buettikoferella bivittata
Megalurulus mariei
Megalurulus grosvenori
Megalurulus llaneae
Megalurulus whitneyi
Megalurulus rubiginosus
Trichocichla rufa
Chaetornis striatus
Graminicola bengalensis
Schoenicola brevirostris
Schoenicola platyura
Garrulax cinereifrons
Garrulax palliatus
Garrulax rufifrons
Garrulax perspicillatus
Garrulax albogularis
Garrulax leucolophus
Garrulax monileger
Garrulax pectoralis
Garrulax lugubris
Garrulax calvus
Garrulax striatus
Garrulax strepitans
Garrulax milleti
Garrulax maesi
Garrulax ruficollis
Garrulax nuchalis
Garrulax chinensis
Garrulax vassali
Garrulax galbanus
Garrulax delesserti
Garrulax gularis
Garrulax davidi
Garrulax sukatschewi
Garrulax cineraceus
Garrulax rufogularis
Garrulax lunulatus
Garrulax bieti
Garrulax maximus
Garrulax ocellatus
Garrulax caerulatus
Garrulax poecilorhynchus
Garrulax mitratus
Garrulax merulinus
Garrulax canorus
Garrulax sannio
Garrulax cachinnans
Garrulax jerdoni
Garrulax lineatus
Garrulax virgatus
Garrulax austeni
Garrulax squamatus
Garrulax subunicolor
Garrulax elliotii
Garrulax variegatus
Garrulax henrici
Garrulax affinis
Garrulax morrisonianus
Garrulax erythrocephalus
Garrulax yersini
Garrulax formosus
Garrulax milnei
Liocichla phoenicea
Liocichla omeiensis
Liocichla steerii
Modulatrix stictigula
Arcanator orostruthus
Trichastoma rostratum
Trichastoma celebense
Trichastoma bicolor
Trichastoma woodi
Malacocincla abbotti
Malacocincla sepiarium
Malacocincla vanderbilti
Malacocincla perspicillata
Malacocincla malaccensis
Malacocincla cinereiceps
Pellorneum tickelli
Pellorneum pyrrogenys
Pellorneum albiventre
Pellorneum palustre
Pellorneum ruficeps
Pellorneum fuscocapillum
Pellorneum capistratum
Malacopteron magnirostre
Malacopteron affine
Malacopteron cinereum
Malacopteron magnum
Malacopteron palawanense
Malacopteron albogulare
Illadopsis cleaveri
Illadopsis albipectus
Illadopsis rufescens
Illadopsis puveli
Illadopsis rufipennis
Illadopsis fulvescens
Illadopsis pyrrhoptera
Illadopsis atriceps
Illadopsis abyssinica
Kakamega poliothorax
Ptyrticus turdinus
Pomatorhinus hypoleucos
Pomatorhinus erythrocnemis
Pomatorhinus erythrogenys
Pomatorhinus horsfieldii
Pomatorhinus schisticeps
Pomatorhinus montanus
Pomatorhinus ruficollis
Pomatorhinus ochraceiceps
Pomatorhinus ferruginosus
Xiphirhynchus superciliaris
Jabouilleia danjoui
Rimator malacoptilus
Ptilocichla leucogrammica
Ptilocichla mindanensis
Ptilocichla falcata
Kenopia striata
Napothera macrodactyla
Napothera rufipectus
Napothera atrigularis
Napothera marmorata
Napothera crispifrons
Napothera brevicaudata
Napothera crassa
Napothera rabori
Napothera epilepidota
Pnoepyga albiventer
Pnoepyga immaculata
Pnoepyga pusilla
Spelaeornis caudatus
Spelaeornis badeigularis
Spelaeornis troglodytoides
Spelaeornis formosus
Spelaeornis chocolatinus
Spelaeornis longicaudatus
Sphenocichla humei
Neomixis tenella
Neomixis viridis
Neomixis striatigula
Neomixis flavoviridis
Stachyris rodolphei
Stachyris ambigua
Stachyris rufifrons
Stachyris ruficeps
Stachyris pyrrhops
Stachyris chrysaea
Stachyris plateni
Stachyris dennistouni
Stachyris nigrocapitata
Stachyris capitalis
Stachyris speciosa
Stachyris whiteheadi
Stachyris striata
Stachyris latistriata
Stachyris nigrorum
Stachyris hypogrammica
Stachyris grammiceps
Stachyris herberti
Stachyris nigriceps
Stachyris poliocephala
Stachyris oglei
Stachyris striolata
Stachyris leucotis
Stachyris nigricollis
Stachyris thoracica
Stachyris maculata
Stachyris erythroptera
Stachyris melanothorax
Dumetia hyperythra
Rhopocichla atriceps
Macronous gularis
Macronous flavicollis
Macronous kelleyi
Macronous striaticeps
Macronous ptilosus
Micromacronus leytensis
Timalia pileata
Chrysomma sinense
Chrysomma altirostre
Chrysomma poecilotis
Turdoides nipalensis
Turdoides altirostris
Turdoides caudatus
Turdoides earlei
Turdoides gularis
Turdoides longirostris
Turdoides malcolmi
Turdoides squamiceps
Turdoides fulvus
Turdoides aylmeri
Turdoides rubiginosus
Turdoides subrufus
Turdoides striatus
Turdoides rufescens
Turdoides affinis
Turdoides reinwardtii
Turdoides tenebrosus
Turdoides melanops
Turdoides squamulatus
Turdoides leucopygius
Turdoides hartlaubii
Turdoides bicolor
Turdoides sharpei
Turdoides hypoleucus
Turdoides hindei
Turdoides plebejus
Turdoides leucocephalus
Turdoides jardineii
Turdoides gymnogenys
Babax lanceolatus
Babax waddelli
Babax koslowi
Leiothrix argentauris
Leiothrix lutea
Cutia nipalensis
Pteruthius rufiventer
Pteruthius flaviscapis
Pteruthius xanthochlorus
Pteruthius melanotis
Pteruthius aenobarbus
Gampsorhynchus rufulus
Actinodura egertoni
Actinodura ramsayi
Actinodura nipalensis
Actinodura waldeni
Actinodura souliei
Actinodura morrisoniana
Minla cyanouroptera
Minla strigula
Minla ignotincta
Alcippe chrysotis
Alcippe variegaticeps
Alcippe cinerea
Alcippe castaneceps
Alcippe vinipectus
Alcippe striaticollis
Alcippe ruficapilla
Alcippe cinereiceps
Alcippe ludlowi
Alcippe rufogularis
Alcippe brunnea
Alcippe dubia
Alcippe brunneicauda
Alcippe poioicephala
Alcippe pyrrhoptera
Alcippe peracensis
Alcippe morrisonia
Alcippe nipalensis
Lioptilus nigricapillus
Kupeornis gilberti
Kupeornis rufocinctus
Kupeornis chapini
Parophasma galinieri
Phyllanthus atripennis
Crocias langbianis
Crocias albonotatus
Heterophasia annectens
Heterophasia capistrata
Heterophasia gracilis
Heterophasia melanoleuca
Heterophasia auricularis
Heterophasia pulchella
Heterophasia picaoides
Yuhina castaniceps
Yuhina everetti
Yuhina bakeri
Yuhina flavicollis
Yuhina humilis
Yuhina gularis
Yuhina diademata
Yuhina occipitalis
Yuhina brunneiceps
Yuhina nigrimenta
Yuhina zantholeuca
Myzornis pyrrhoura
Oxylabes madagascariensis
Crossleyia xanthophrys
Mystacornis crossleyi
Panurus biarmicus
Conostoma oemodium
Paradoxornis paradoxus
Paradoxornis unicolor
Paradoxornis gularis
Paradoxornis flavirostris
Paradoxornis guttaticollis
Paradoxornis conspicillatus
Paradoxornis webbianus
Paradoxornis brunneus
Paradoxornis alphonsianus
Paradoxornis zappeyi
Paradoxornis przewalskii
Paradoxornis fulvifrons
Paradoxornis nipalensis
Paradoxornis verreauxi
Paradoxornis davidianus
Paradoxornis atrosuperciliaris
Paradoxornis ruficeps
Paradoxornis heudei
Rhabdornis mystacalis
Rhabdornis grandis
Rhabdornis inornatus
Chamaea fasciata
Sylvia buryi
Sylvia lugens
Sylvia boehmi
Sylvia layardi
Sylvia subcaeruleum
Sylvia atricapilla
Sylvia borin
Sylvia communis
Sylvia curruca
Sylvia minula
Sylvia althaea
Sylvia nana
Sylvia nisoria
Sylvia hortensis
Sylvia leucomelaena
Sylvia rueppelli
Sylvia melanocephala
Sylvia melanothorax
Sylvia cantillans
Sylvia mystacea
Sylvia conspicillata
Sylvia deserticola
Sylvia undata
Sylvia sarda
Mirafra passerina
Mirafra cantillans
Mirafra javanica
Mirafra cheniana
Mirafra albicauda
Mirafra hova
Mirafra cordofanica
Mirafra williamsi
Mirafra pulpa
Mirafra hypermetra
Mirafra somalica
Mirafra ashi
Mirafra africana
Mirafra sharpii
Mirafra angolensis
Mirafra rufocinnamomea
Mirafra apiata
Mirafra collaris
Mirafra africanoides
Mirafra alopex
Mirafra erythroptera
Mirafra assamica
Mirafra rufa
Mirafra gilletti
Mirafra poecilosterna
Mirafra degodiensis
Mirafra naevia
Mirafra sabota
Pinarocorys erythropygia
Pinarocorys nigricans
Heteromirafra archeri
Heteromirafra sidamoensis
Heteromirafra ruddi
Certhilauda curvirostris
Certhilauda chuana
Certhilauda erythrochlamys
Certhilauda albescens
Certhilauda burra
Chersomanes albofasciata
Eremopterix leucotis
Eremopterix australis
Eremopterix verticalis
Eremopterix leucopareia
Eremopterix signata
Eremopterix nigriceps
Eremopterix grisea
Ammomanes cincturus
Ammomanes phoenicurus
Ammomanes deserti
Ammomanes grayi
Alaemon alaudipes
Alaemon hamertoni
Ramphocoris clotbey
Melanocorypha calandra
Melanocorypha bimaculata
Melanocorypha maxima
Melanocorypha mongolica
Melanocorypha leucoptera
Melanocorypha yeltoniensis
Calandrella brachydactyla
Calandrella blanfordi
Calandrella erlangeri
Calandrella cinerea
Calandrella acutirostris
Calandrella rufescens
Calandrella cheleensis
Calandrella raytal
Calandrella somalica
Calandrella athensis
Spizocorys conirostris
Spizocorys sclateri
Spizocorys obbiensis
Spizocorys personata
Spizocorys fringillaris
Eremalauda starki
Eremalauda dunni
Chersophilus duponti
Galerida cristata
Galerida theklae
Galerida malabarica
Galerida deva
Galerida modesta
Galerida magnirostris
Pseudalaemon fremantlii
Lullula arborea
Alauda arvensis
Alauda japonica
Alauda gulgula
Alauda razae
Eremophila alpestris
Eremophila bilopha
Promerops gurneyi
Promerops cafer
Prionochilus olivaceus
Prionochilus maculatus
Prionochilus percussus
Prionochilus plateni
Prionochilus xanthopygius
Prionochilus thoracicus
Dicaeum annae
Dicaeum agile
Dicaeum aeruginosum
Dicaeum everetti
Dicaeum proprium
Dicaeum chrysorrheum
Dicaeum melanoxanthum
Dicaeum vincens
Dicaeum aureolimbatum
Dicaeum nigrilore
Dicaeum anthonyi
Dicaeum bicolor
Dicaeum quadricolor
Dicaeum australe
Dicaeum retrocinctum
Dicaeum trigonostigma
Dicaeum hypoleucum
Dicaeum erythrorhynchos
Dicaeum concolor
Dicaeum pygmaeum
Dicaeum nehrkorni
Dicaeum erythrothorax
Dicaeum vulneratum
Dicaeum pectorale
Dicaeum geelvinkianum
Dicaeum nitidum
Dicaeum eximium
Dicaeum aeneum
Dicaeum tristrami
Dicaeum igniferum
Dicaeum maugei
Dicaeum ignipectus
Dicaeum monticolum
Dicaeum celebicum
Dicaeum sanguinolentum
Dicaeum hirundinaceum
Dicaeum cruentatum
Dicaeum trochileum
Anthreptes fraseri
Anthreptes axillaris
Anthreptes reichenowi
Anthreptes anchietae
Anthreptes simplex
Anthreptes malacensis
Anthreptes rhodolaema
Anthreptes singalensis
Anthreptes gabonicus
Anthreptes longuemarei
Anthreptes orientalis
Anthreptes neglectus
Anthreptes aurantium
Anthreptes pallidigaster
Anthreptes rectirostris
Anthreptes rubritorques
Anthreptes collaris
Anthreptes platurus
Anthreptes metallicus
Hypogramma hypogrammicum
Nectarinia seimundi
Nectarinia batesi
Nectarinia olivacea
Nectarinia violacea
Nectarinia veroxii
Nectarinia reichenbachii
Nectarinia hartlaubii
Nectarinia newtonii
Nectarinia thomensis
Nectarinia oritis
Nectarinia alinae
Nectarinia verticalis
Nectarinia bannermani
Nectarinia cyanolaema
Nectarinia balfouri
Nectarinia dussumieri
Nectarinia fuliginosa
Nectarinia amethystina
Nectarinia rubescens
Nectarinia senegalensis
Nectarinia hunteri
Nectarinia adelberti
Nectarinia zeylonica
Nectarinia minima
Nectarinia sperata
Nectarinia aspasia
Nectarinia calcostetha
Nectarinia jugularis
Nectarinia buettikoferi
Nectarinia solaris
Nectarinia sovimanga
Nectarinia humbloti
Nectarinia comorensis
Nectarinia coquerellii
Nectarinia venusta
Nectarinia ursulae
Nectarinia talatala
Nectarinia oustaleti
Nectarinia bouvieri
Nectarinia osea
Nectarinia asiatica
Nectarinia habessinica
Nectarinia lotenia
Nectarinia manoensis
Nectarinia chalybea
Nectarinia ludovicensis
Nectarinia prigoginei
Nectarinia stuhlmanni
Nectarinia preussi
Nectarinia afra
Nectarinia mediocris
Nectarinia neergaardi
Nectarinia chloropygia
Nectarinia minulla
Nectarinia regia
Nectarinia loveridgei
Nectarinia moreaui
Nectarinia rockefelleri
Nectarinia cuprea
Nectarinia fusca
Nectarinia rufipennis
Nectarinia tacazze
Nectarinia purpureiventris
Nectarinia bocagii
Nectarinia kilimensis
Nectarinia reichenowi
Nectarinia famosa
Nectarinia johnstoni
Nectarinia shelleyi
Nectarinia erythrocerca
Nectarinia congensis
Nectarinia mariquensis
Nectarinia bifasciata
Nectarinia pembae
Nectarinia notata
Nectarinia coccinigaster
Nectarinia johannae
Nectarinia superba
Nectarinia pulchella
Nectarinia nectarinioides
Aethopyga primigenius
Aethopyga boltoni
Aethopyga flagrans
Aethopyga pulcherrima
Aethopyga duyvenbodei
Aethopyga shelleyi
Aethopyga gouldiae
Aethopyga nipalensis
Aethopyga eximia
Aethopyga christinae
Aethopyga saturata
Aethopyga siparaja
Aethopyga mystacalis
Aethopyga ignicauda
Arachnothera longirostra
Arachnothera crassirostris
Arachnothera robusta
Arachnothera flavigaster
Arachnothera chrysogenys
Arachnothera clarae
Arachnothera affinis
Arachnothera everetti
Arachnothera magna
Arachnothera juliae
Melanocharis arfakiana
Melanocharis nigra
Melanocharis longicauda
Melanocharis versteri
Melanocharis striativentris
Melanocharis crassirostris
Toxorhamphus poliopterus
Toxorhamphus novaeguineae
Toxorhamphus iliolophus
Oedistoma pygmaeum
Oreocharis arfaki
Paramythia montium
Passer ammodendri
Passer domesticus
Passer hispaniolensis
Passer pyrrhonotus
Passer castanopterus
Passer rutilans
Passer flaveolus
Passer moabiticus
Passer iagoensis
Passer rufocinctus
Passer insularis
Passer motitensis
Passer melanurus
Passer griseus
Passer swainsonii
Passer gongonensis
Passer suahelicus
Passer diffusus
Passer simplex
Passer montanus
Passer luteus
Passer euchlorus
Passer eminibey
Petronia pyrgita
Petronia xanthocollis
Petronia superciliaris
Petronia dentata
Petronia petronia
Carpospiza brachydactyla
Montifringilla nivalis
Montifringilla adamsi
Montifringilla taczanowskii
Montifringilla davidiana
Montifringilla ruficollis
Montifringilla blanfordi
Montifringilla theresae
Dendronanthus indicus
Motacilla alba
Motacilla lugens
Motacilla grandis
Motacilla madaraspatensis
Motacilla aguimp
Motacilla capensis
Motacilla flaviventris
Motacilla citreola
Motacilla flava
Motacilla cinerea
Motacilla clara
Tmetothylacus tenellus
Macronyx croceus
Macronyx fuellebornii
Macronyx capensis
Macronyx flavicollis
Macronyx ameliae
Macronyx aurantiigula
Macronyx grimwoodi
Anthus sharpei
Anthus chloris
Anthus lineiventris
Anthus crenatus
Anthus cinnamomeus
Anthus camaroonensis
Anthus hoeschi
Anthus richardi
Anthus rufulus
Anthus novaeseelandiae
Anthus leucophrys
Anthus vaalensis
Anthus pallidiventris
Anthus melindae
Anthus campestris
Anthus godlewskii
Anthus berthelotii
Anthus bannermani
Anthus latistriatus
Anthus similis
Anthus nyassae
Anthus brachyurus
Anthus caffer
Anthus sokokensis
Anthus trivialis
Anthus hodgsoni
Anthus gustavi
Anthus pratensis
Anthus cervinus
Anthus roseatus
Anthus petrosus
Anthus spinoletta
Anthus rubescens
Anthus sylvanus
Anthus nilghiriensis
Anthus correndera
Anthus antarcticus
Anthus spragueii
Anthus furcatus
Anthus hellmayri
Anthus bogotensis
Anthus lutescens
Anthus chacoensis
Anthus nattereri
Anthus gutturalis
Prunella collaris
Prunella himalayana
Prunella rubeculoides
Prunella strophiata
Prunella montanella
Prunella ocularis
Prunella fagani
Prunella fulvescens
Prunella atrogularis
Prunella koslowi
Prunella modularis
Prunella rubida
Prunella immaculata
Bubalornis albirostris
Bubalornis niger
Dinemellia dinemelli
Sporopipes frontalis
Sporopipes squamifrons
Plocepasser mahali
Plocepasser superciliosus
Plocepasser rufoscapulatus
Plocepasser donaldsoni
Histurgops ruficauda
Pseudonigrita arnaudi
Pseudonigrita cabanisi
Philetairus socius
Ploceus bannermani
Ploceus batesi
Ploceus nigrimentum
Ploceus baglafecht
Ploceus bertrandi
Ploceus pelzelni
Ploceus subpersonatus
Ploceus luteolus
Ploceus intermedius
Ploceus ocularis
Ploceus nigricollis
Ploceus melanogaster
Ploceus alienus
Ploceus temporalis
Ploceus capensis
Ploceus subaureus
Ploceus xanthops
Ploceus princeps
Ploceus aurantius
Ploceus bojeri
Ploceus castaneiceps
Ploceus xanthopterus
Ploceus castanops
Ploceus burnieri
Ploceus galbula
Ploceus heuglini
Ploceus taeniopterus
Ploceus victoriae
Ploceus vitellinus
Ploceus velatus
Ploceus katangae
Ploceus ruweti
Ploceus reichardi
Ploceus cucullatus
Ploceus grandis
Ploceus spekei
Ploceus spekeoides
Ploceus nigerrimus
Ploceus weynsi
Ploceus golandi
Ploceus melanocephalus
Ploceus dicrocephalus
Ploceus jacksoni
Ploceus badius
Ploceus rubiginosus
Ploceus aureonucha
Ploceus tricolor
Ploceus albinucha
Ploceus nelicourvi
Ploceus sakalava
Ploceus benghalensis
Ploceus manyar
Ploceus philippinus
Ploceus hypoxanthus
Ploceus megarhynchus
Ploceus bicolor
Ploceus preussi
Ploceus dorsomaculatus
Ploceus nicolli
Ploceus olivaceiceps
Ploceus insignis
Ploceus angolensis
Ploceus sanctithomae
Pachyphantes superciliosus
Malimbus flavipes
Malimbus coronatus
Malimbus cassini
Malimbus ballmanni
Malimbus racheliae
Malimbus scutatus
Malimbus ibadanensis
Malimbus erythrogaster
Malimbus nitens
Malimbus malimbicus
Malimbus rubricollis
Anaplectes rubriceps
Brachycope anomala
Quelea cardinalis
Quelea erythrops
Quelea quelea
Foudia madagascariensis
Foudia eminentissima
Foudia omissa
Foudia rubra
Foudia sechellarum
Foudia flavicans
Euplectes afer
Euplectes diadematus
Euplectes gierowii
Euplectes hordeaceus
Euplectes franciscanus
Euplectes orix
Euplectes nigroventris
Euplectes aureus
Euplectes capensis
Euplectes axillaris
Euplectes macrourus
Euplectes albonotatus
Euplectes ardens
Euplectes hartlaubi
Euplectes psammocromius
Euplectes progne
Euplectes jacksoni
Anomalospiza imberbis
Amblyospiza albifrons
Parmoptila rubrifrons
Parmoptila woodhousei
Nigrita fusconota
Nigrita bicolor
Nigrita luteifrons
Nigrita canicapilla
Nesocharis shelleyi
Nesocharis ansorgei
Nesocharis capistrata
Pytilia phoenicoptera
Pytilia lineata
Pytilia afra
Pytilia melba
Pytilia hypogrammica
Mandingoa nitidula
Cryptospiza reichenovii
Cryptospiza salvadorii
Cryptospiza jacksoni
Cryptospiza shelleyi
Pyrenestes sanguineus
Pyrenestes ostrinus
Pyrenestes minor
Spermophaga poliogenys
Spermophaga haematina
Spermophaga ruficapilla
Clytospiza monteiri
Hypargos niveoguttatus
Hypargos margaritatus
Euschistospiza dybowskii
Euschistospiza cinereovinacea
Lagonosticta rufopicta
Lagonosticta nitidula
Lagonosticta senegala
Lagonosticta rara
Lagonosticta rubricata
Lagonosticta landanae
Lagonosticta virata
Lagonosticta umbrinodorsalis
Lagonosticta rhodopareia
Lagonosticta vinacea
Lagonosticta larvata
Uraeginthus angolensis
Uraeginthus bengalus
Uraeginthus cyanocephalus
Uraeginthus ianthinogaster
Uraeginthus granatina
Estrilda caerulescens
Estrilda perreini
Estrilda thomensis
Estrilda quartinia
Estrilda melanotis
Estrilda poliopareia
Estrilda paludicola
Estrilda ochrogaster
Estrilda melpoda
Estrilda rhodopyga
Estrilda rufibarba
Estrilda troglodytes
Estrilda astrild
Estrilda nigriloris
Estrilda nonnula
Estrilda atricapilla
Estrilda kandti
Estrilda erythronotos
Estrilda charmosyna
Amandava amandava
Amandava formosa
Amandava subflava
Ortygospiza atricollis
Ortygospiza gabonensis
Ortygospiza locustella
Emblema pictum
Stagonopleura bella
Stagonopleura oculata
Stagonopleura guttata
Oreostruthus fuliginosus
Neochmia temporalis
Neochmia phaeton
Neochmia ruficauda
Neochmia modesta
Taeniopygia guttata
Taeniopygia bichenovii
Poephila personata
Poephila acuticauda
Poephila cincta
Erythrura hyperythra
Erythrura prasina
Erythrura viridifacies
Erythrura tricolor
Erythrura trichroa
Erythrura coloria
Erythrura papuana
Erythrura psittacea
Erythrura pealii
Erythrura cyaneovirens
Erythrura regia
Erythrura kleinschmidti
Chloebia gouldiae
Lemuresthes nana
Lonchura cantans
Lonchura malabarica
Lonchura griseicapilla
Lonchura cucullata
Lonchura bicolor
Lonchura nigriceps
Lonchura fringilloides
Lonchura striata
Lonchura leucogastroides
Lonchura fuscans
Lonchura molucca
Lonchura kelaarti
Lonchura punctulata
Lonchura leucogastra
Lonchura tristissima
Lonchura leucosticta
Lonchura malacca
Lonchura ferruginosa
Lonchura quinticolor
Lonchura maja
Lonchura pallida
Lonchura grandis
Lonchura vana
Lonchura caniceps
Lonchura nevermanni
Lonchura spectabilis
Lonchura hunsteini
Lonchura forbesi
Lonchura nigerrima
Lonchura flaviprymna
Lonchura castaneothorax
Lonchura stygia
Lonchura teerinki
Lonchura montana
Lonchura monticola
Lonchura melaena
Heteromunia pectoralis
Padda oryzivora
Padda fuscata
Amadina fasciata
Amadina erythrocephala
Vidua chalybeata
Vidua raricola
Vidua larvaticola
Vidua funerea
Vidua codringtoni
Vidua purpurascens
Vidua wilsoni
Vidua hypocherina
Vidua fischeri
Vidua regia
Vidua macroura
Vidua orientalis
Vidua togoensis
Vidua interjecta
Vidua paradisaea
Vidua obtusa
Peucedramus taeniatus
Fringilla coelebs
